Subject	IGHV1-27:122_AG	IGHV1-27:172_AG	IGHV1-27:211_AG	IGHV1-27:217_AC	IGHV1-27:258_CA	IGHV1-27:84_TC	IGHV1-27:93_AT	IGHV1-27:97_GC	IGHV1-20:102_AG	IGHV1-20:140_CG	IGHV1-20:141_CG	IGHV1-20:143_CT	IGHV1-20:14_GC	IGHV1-20:171_TG	IGHV1-20:172_AG	IGHV1-20:84_TC	IGHV1-7:125_AG	IGHV1-7:147_AG	IGHV1-7:14_GC	IGHV1-7:287_TA	IGHV1-7:41_GC	IGHV1-7:56_GC	IGHV1-7:70_CT	IGHV1-7:86_AG	IGHV1-10:102_GA	IGHV1-10:140_TC	IGHV1-10:143_TC	IGHV1-10:14_GC	IGHV1-10:155_TC	IGHV1-10:166_GA	IGHV1-10:243_GC	IGHV1-10:258_AC	IGHV1-10:69_GA	IGHV1-10:97_GC	IGHV1-21:131_GA	IGHV1-21:172_GA	IGHV1-21:174_CT	IGHV1-21:175_TA	IGHV1-21:20_GA	IGHV1-21:258_CA	IGHV1-21:69_GA	IGHV1-21:70_TC	IGHV1-17:102_AG	IGHV1-17:110_CA	IGHV1-17:131_GT	IGHV1-17:140_CG	IGHV1-17:143_CT	IGHV1-17:148_GA	IGHV1-17:14_CG	IGHV1-14:172_GA	IGHV1-14:53_CG	IGHV1-14:97_GA
14007	0.7861818181818182	0.8424710424710424	0.9934450109249818	0.9978134110787172	0.789435069699193	0.8729121278140887	0.5360744763382467	0.6732438831886345	0.179313725490196	0.0781007751937984	0.8781292450999418	0.8674884437596302	0.9039033278987244	0.8556149732620321	0.9366306027820712	0.2334976321639122	0.6536385445821671	0.7354962603598141	0.9942017394781566	0.9159121774558624	0.633453381352541	0.9149063970367404	0.9531655682045136	0.654065406540654	0.9397854491245506	0.9903280191664942	0.9898248589222536	0.9913224574800416	0.9798788595065742	0.6957341416531125	0.0423985641568835	0.9580145881515744	0.9776429255828808	0.7984618553869395	0.8913673879098818	0.888	0.8697206703910615	0.8732934672232878	0.9002214839424142	0.1525346669697658	0.1743641231593038	0.9864399244192508	0.9535054268113816	0.2668272850474326	0.9923846498432134	0.1207175415380091	0.1325336454066705	0.1415236374585968	0.8985022538897776	0.6359918200408998	0.9940374787052813	0.6295539666326184
14009	0.5419640659611125	0.6583647798742139	0.992100715872624	0.9975253650086612	0.6722964456768339	0.7248520710059172	0.3952234206471495	0.4081334113516676	0.6851961197806833	0.4887339511946263	0.5507296433814005	0.5324237830554152	0.6209440764651631	0.5166312809624912	0.691513246519982	0.957792479691818	0.9784083090331248	0.7826937098163982	0.991760397593513	0.8752105343745215	0.9419282585065384	0.9226325291317906	0.9607785410533204	0.9726905254855566	0.6097852028639619	0.6438791732909379	0.7046818727490997	0.8097502972651606	0.7977667493796526	0.8095872170439413	0.3629536921151439	0.7194679564691656	0.9796407185628744	0.7048969072164949	0.4878892733564014	0.4692666384061043	0.4281545302946081	0.4317770034843206	0.5209539564378274	0.5924411225497109	0.590368115139773	0.9699310344827584	0.9736740224545104	0.9916512959906806	0.9953968903436988	0.6860990955564293	0.6947215496368039	0.5786796651478224	0.7260961947073595	0.7354187689202826	0.99110522331567	0.5993343280156089
14013	0.9756906077348066	0.9685714285714286	0.9652125897294312	0.992200557103064	0.7673630717108978	0.9348426283821092	0.7901972504482965	0.6741915802318487	0.0385771543086172	0.0082639492978749	0.9879325206255388	0.9769017554665844	0.977380293810314	0.8940113441498483	0.9565761729045862	0.0733263144856629	0.0115830115830115	0.703931924882629	0.9878205971327108	0.9040786240786242	0.7127609108159393	0.1977399641765883	0.2150316996816878	0.0090310689836756	0.9417384444132236	0.9874799603023132	0.9889455966988816	0.9845201569365304	0.9782752099916444	0.74476797677824	0.0412723563118597	0.9594992796961628	0.97329844616259	0.7904482481556329	0.980620884289746	0.9842727730246602	0.9743412364002264	0.9810514227382928	0.9973181988274916	0.0656274056966897	0.088915420384567	0.990229237128899	0.9302112590059836	0.4675713674429977	0.5982779827798278	0.0049234135667396	0.0104833302858535	0.0488358886996025	0.8725945587259456	0.7157884258030263	0.6176776323835148	0.6192867710036596
14015	0.9863169897377424	0.9678530424799082	0.9689298043728424	0.9919447640966628	0.8612716763005781	0.9397450753186558	0.7765700483091788	0.8277153558052435	0.0760722347629797	0.0180635027487938	0.986206896551724	0.9716280616203036	0.9722406547224066	0.8541813898704358	0.9494011244194572	0.1021044427123928	0.0161863592699327	0.4539172749391728	0.9909563209543968	0.9252565020281556	0.9247840980363776	0.0013962445835339	0.0093655444022861	0.0131680123029604	0.923694779116466	0.9852857750673664	0.9864114297690992	0.9893900422561088	0.977338413806934	0.7622502788065701	0.0213791657933347	0.973416870199285	0.9757136623567508	0.8079345330477278	0.9933970050701568	0.9759592610137376	0.9712085308056873	0.971414845063656	0.9977559938585094	0.0513736602192928	0.1213695395513577	0.9920094007050528	0.9353897128431682	0.9997672253258846	0.0968907035175879	0.0117295127135322	0.0231858827253303	0.0893059375505581	0.9320034153535668	0.6992520666579188	0.03579866255556	0.630353305681875
14017	0.8454616588419406	0.8771929824561403	0.9878288182175108	0.9933307179285996	0.8815841584158416	0.9150759641604986	0.6729991915925627	0.6587615283267457	0.8413613669924759	0.547843712867827	0.6089262979204979	0.5913188184717793	0.5411862183249326	0.4794090630740968	0.6956304797205788	0.9809912214004286	0.9508635368523474	0.7512826777424871	0.9800012157315664	0.8648906452272263	0.936232413667093	0.9117665018013068	0.943896799318486	0.9565563238083584	0.301994301994302	0.2499999999999999	0.3122641509433962	0.4338028169014085	0.381679389312977	0.9098116947472744	0.6168132942326491	0.44	0.984037558685446	0.8362573099415205	0.9353006154331702	0.9302755198986592	0.9236649269861352	0.92777482740308	0.9395541134603308	0.7121478404430953	0.6989083656974914	0.9900026171159384	0.9811745776347548	1.0	0.9891592188017212	0.80933146484214	0.821867223247973	0.6914335664335665	0.8512853367502202	0.7015706806282722	0.975700676515256	0.6439214358279716
14019	0.8051631758402338	0.8607279375103872	0.6266905654228451	0.6482724742099231	0.5215374420145792	0.4305283757338551	0.2613182423435419	0.2999103139013452	0.7985864025387056	0.6386915978161086	0.6970745064130278	0.6808611084883391	0.4825947878445762	0.4272998533353562	0.6558279139569785	0.9365706757011104	0.5114479874542603	0.6385008697485637	0.5669032460077236	0.8736565705911089	0.9149878704777976	0.8983577218654595	0.9384005011484652	0.5158309267524285	0.8886263921700979	0.9194019590995016	0.911714480874317	0.8944369973190348	0.9421686746987952	0.7929936305732485	0.8428646841456977	0.8171951839918603	0.3026183282980866	0.1999644823299591	0.9827271513154966	0.9783514858141724	0.9603659897344344	0.9702300405953992	0.9954765178056676	0.6482053611994548	0.6486751717369971	0.915192461552138	0.9546086430945904	0.9998801821231728	0.9919040662283906	0.8391417586506263	0.8377177177177177	0.6983468352762958	0.8737050122761841	0.7227493147796753	0.9674844236760124	0.6377551020408163
14021	0.9792347176854876	0.9699685153790264	0.9731890874882408	0.9865597736382928	0.9613630909527238	0.989515377446412	0.8059847927397596	0.756885593220339	0.911205196612922	0.7468439118040607	0.7896267853506705	0.7845773005958377	0.3482401537534781	0.2599919382344733	0.5651517950612722	0.9809955790319802	0.9543631202172302	0.7368339384911399	0.9753120665742026	0.8371506475800955	0.9379694019471488	0.9195808531746033	0.9517241379310344	0.9713235066901518	0.2858391608391608	0.2467043314500941	0.2304347826086956	0.3915298184961106	0.5943312666076174	0.7218813905930471	0.6783410138248848	0.3111510791366906	0.9887543252595156	0.6550094517958411	0.9891863759902852	0.9769528859881704	0.9768245578369588	0.9803634232121924	0.9966852102729656	0.732107604820413	0.7083659562128463	0.991301080862378	0.9875044265695352	0.998336022589754	0.9970475725912044	0.8901336073997944	0.8902475997978777	0.7647853092087497	0.9133776904077826	0.68772722806328	0.9915386737790858	0.6668254913639071
14023	0.7813469206911831	0.8159384197419063	0.9891328454202706	0.9946308724832216	0.6838796587337225	0.8614124418862077	0.6086660617059891	0.5821237585943467	0.1479876160990712	0.0812739184017642	0.8724582898852972	0.8555771096023278	0.9191185959478644	0.8370178169866804	0.9293960008245724	0.2673379159002162	0.5358185404339251	0.4782574004627783	0.9851116625310172	0.8888571700447236	0.5119658794723956	0.8882159680164667	0.9294649881982692	0.5422343324250681	0.9273048030958344	0.9793536183072274	0.9849749012555064	0.9800477144336162	0.9740585581438174	0.7231024807002359	0.0620116851873066	0.9369413181418184	0.9738194522709342	0.7963008695426128	0.9011819178749848	0.8878811507366521	0.8774899581932945	0.880962154174534	0.9095673910414064	0.1826303760648244	0.1831077510872658	0.9826958842079728	0.9398223744474092	0.2912956277577216	0.9965317919075144	0.1048435319912298	0.1201703075882376	0.1273274249939019	0.877182586710911	0.7357158091807474	0.9967876576123774	0.6197703724446934
14027	0.8298687089715536	0.8282799659960329	0.9887547997805816	0.9953232462173316	0.8663877266387726	0.9004947773501925	0.6434605301485581	0.617527386541471	0.8609557891597704	0.6623528083969753	0.7078753199819304	0.7021623222748815	0.435415515017505	0.353518088959427	0.6084581220767991	0.981810131719736	0.9640773422055064	0.6994980262196014	0.9678693578688762	0.856103261446935	0.93036937023821	0.9173521726507308	0.95016835016835	0.9720478903157284	0.3738095238095238	0.3114973262032086	0.3234597156398104	0.4635294117647058	0.6076260762607626	0.8331053351573187	0.5947630922693267	0.3739445114595898	0.9870283018867924	0.704054054054054	0.923335749042344	0.9146404821280132	0.9069177834118072	0.9129342821264128	0.9213275019295086	0.7035002354418459	0.6811031770671634	0.9891343529532932	0.9816468814772942	0.9979334185015406	0.9956278284881492	0.8691194676570722	0.8685449546122265	0.7194655704008223	0.8978151512876342	0.7581535896634365	0.9973847345989928	0.6844277218108993
14029	0.8885929871282734	0.8941351888667992	0.9791574279379156	0.9914874551971326	0.8973094170403587	0.9463890119627824	0.6939635002339729	0.636452719255267	0.8713140783305611	0.7305957023782212	0.768129259514511	0.7555622369212267	0.375206116024584	0.2895339329517579	0.5196669310071372	0.9870392568175008	0.972116826965499	0.8101703940362087	0.9756592292089248	0.8552767986730251	0.946218487394958	0.9414430424737872	0.9653954802259886	0.9763883975946234	0.2083333333333333	0.2369477911646586	0.1018867924528302	0.3320754716981132	0.5119047619047619	0.8577586206896552	0.6904761904761905	0.247148288973384	0.969811320754717	0.6124031007751938	0.9286786035810743	0.9286290322580644	0.9159261108337494	0.92066700353714	0.9302233250620346	0.7459376596831886	0.7096259351620947	0.9890525477707006	0.9836871508379889	0.9996284461618488	0.9932478567635232	0.8934014020115818	0.8951528709917972	0.7494729741124884	0.9090504120573168	0.6676063557150179	0.9986123959296948	0.6380490587564176
